Country,State,Year,Month,"Ration Cards (UOM:Number), Scaling Factor:1","Transactions Through Portability-Inter District Under Antyodaya Anna Yojana (UOM:Number), Scaling Factor:1","Transactions Through Portability-Inter District Under Priority Household (UOM:Number), Scaling Factor:1","Transactions Through Portability-Intra District Under Antyodaya Anna Yojana (UOM:Number), Scaling Factor:1","Transactions Through Portability-Intra District Under Priority Household (UOM:Number), Scaling Factor:1","Quantity Distributed Through Portability Inter Distric Under Antyodaya Anna Yojana (UOM:MT(MetricTonne)), Scaling Factor:1","Quantity Distributed Through Portability Inter District Under Priority Household (UOM:MT(MetricTonne)), Scaling Factor:1","Quantity Distributed Through Portability Intra District Under Antyodaya Anna Yojana (UOM:MT(MetricTonne)), Scaling Factor:1","Quantity Distributed Through Portability Intra District Under Priority Household (UOM:MT(MetricTonne)), Scaling Factor:1"
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2022","April, 2022",738936,0,0,0,0,0.03,0.02,0,0
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2022","April, 2022",1639876,87,1319,2659,26495,2.98,24.11,92.54,496.49
India,Jharkhand,"Calendar Year (Jan - Dec), 2022","April, 2022",5944537,132,2486,4421,66463,4.93,49.44,172.32,1347.66
India,Karnataka,"Calendar Year (Jan - Dec), 2022","April, 2022",11515438,2930,109113,26393,822933,1.02,16.39,9.23,131.82
India,Kerala,"Calendar Year (Jan - Dec), 2022","April, 2022",3970740,8684,43486,108441,700699,275.47,665.46,3467.39,12055.87
India,Ladakh,"Calendar Year (Jan - Dec), 2022","April, 2022",28857,0,0,0,0,0,0,0,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2022","April, 2022",4771,0,0,287,1163,0,0,10.05,28.73
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2022","April, 2022",11792552,9909,67656,53777,516113,302.4,1328.63,1698.98,10510.47
India,Maharashtra,"Calendar Year (Jan - Dec), 2022","April, 2022",15371406,10434,91043,46639,721166,324.09,1864.8,1520.28,15198.73
India,Manipur,"Calendar Year (Jan - Dec), 2022","April, 2022",569173,0,0,0,0,0,0,0,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2022","April, 2022",421509,0,0,0,0,0,0,0,0
India,Mizoram,"Calendar Year (Jan - Dec), 2022","April, 2022",166094,3,30,12,79,0.11,0.65,0.42,1.63
India,Nagaland,"Calendar Year (Jan - Dec), 2022","April, 2022",304626,0,0,33,1097,0,0,1.16,20.44
India,Odisha,"Calendar Year (Jan - Dec), 2022","April, 2022",9313438,18,606,176,2423,0.63,9,6.16,38.95
India,Rajasthan,"Calendar Year (Jan - Dec), 2022","April, 2022",10456660,3691,50921,81998,1667960,127.72,1075.96,2847.04,34442.08
India,Sikkim,"Calendar Year (Jan - Dec), 2022","April, 2022",94301,0,3,59,322,0,0.08,2.07,6.69
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2022","April, 2022",11463553,3725,68733,11817,109569,124.57,1054.24,401.38,1733.12
India,Telangana,"Calendar Year (Jan - Dec), 2022","April, 2022",5386065,22682,243817,92887,1064361,306.82,0,1189.5,19798.69
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2022","April, 2022",60171,391,3072,98,1749,0,0.05,3.43,37.8
India,Tripura,"Calendar Year (Jan - Dec), 2022","April, 2022",595911,351,2137,3254,20669,12.07,36.99,112.07,412.26
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2022","April, 2022",36153726,13114,213427,70220,1271648,458.94,4399.13,2457.58,26902.97
India,Uttarakhand,"Calendar Year (Jan - Dec), 2022","April, 2022",1411789,0,0,0,0,0,0,0,0
India,West Bengal,"Calendar Year (Jan - Dec), 2022","April, 2022",53569034,1236,13366,28719,228245,42.94,189.29,997.42,4236.1
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2022","March, 2022",16759,6,48,92,679,0.21,0.75,3.22,11.85
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2022","March, 2022",8935626,9414,86292,153251,1584521,324.58,1377.81,5311.46,24595.27
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2022","March, 2022",180487,0,0,0,0,0,0,0,0
India,Assam,"Calendar Year (Jan - Dec), 2022","March, 2022",5246113,6,58,1467,9857,0.25,1.43,54.66,235.07
India,Bihar,"Calendar Year (Jan - Dec), 2022","March, 2022",18219895,17594,135521,616533,5185698,607.6,3086.88,21400.52,116075.99
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2022","March, 2022",5136721,987,6364,14017,86418,34.19,119.15,447.72,1589.71
India,Delhi,"Calendar Year (Jan - Dec), 2022","March, 2022",1780534,17372,188685,10089,444388,61.86,941.74,349.01,9044.47
India,Goa,"Calendar Year (Jan - Dec), 2022","March, 2022",143029,1,28,15,327,0.04,0.4,0.53,6.24
India,Gujarat,"Calendar Year (Jan - Dec), 2022","March, 2022",7360273,2021,19416,4741,59820,68.4,445.41,159.42,1335.41
India,Haryana,"Calendar Year (Jan - Dec), 2022","March, 2022",2784701,3463,19612,84042,986686,120.71,417.04,1463.38,11449.84
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2022","March, 2022",744705,0,0,1,1,0,0.05,0.03,0.01
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2022","March, 2022",1640466,44,440,665,6405,1.21,6.22,23.22,120.98
India,Jharkhand,"Calendar Year (Jan - Dec), 2022","March, 2022",5936071,310,2197,4438,65649,8.67,45.47,168.86,1374.45
India,Karnataka,"Calendar Year (Jan - Dec), 2022","March, 2022",11571015,3792,120056,29763,875573,1.32,17.88,10.38,140.16
India,Kerala,"Calendar Year (Jan - Dec), 2022","March, 2022",3967873,8376,42941,105560,683402,271.59,667.02,3459.09,12135.55
India,Ladakh,"Calendar Year (Jan - Dec), 2022","March, 2022",28715,0,0,0,0,0,0,0,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2022","March, 2022",4796,0,0,54,192,0,0,1.89,4.88
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2022","March, 2022",11736446,8708,62363,48106,469817,300.55,1273.45,1656.53,9855.24
India,Maharashtra,"Calendar Year (Jan - Dec), 2022","March, 2022",15352732,10653,91989,47810,732856,346.33,1906.11,1623.34,15609.75
India,Manipur,"Calendar Year (Jan - Dec), 2022","March, 2022",569313,0,0,0,0,0,0,0,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2022","March, 2022",421505,0,0,2,15,0,0,0.07,0.32
India,Mizoram,"Calendar Year (Jan - Dec), 2022","March, 2022",165845,6,33,17,94,0.21,0.68,0.6,1.98
India,Nagaland,"Calendar Year (Jan - Dec), 2022","March, 2022",304492,0,0,25,694,0,0,0.88,13.29
India,Odisha,"Calendar Year (Jan - Dec), 2022","March, 2022",9313435,23,775,172,2336,0.81,12.54,6.01,38.02
India,Punjab,"Calendar Year (Jan - Dec), 2022","March, 2022",4002761,572,16048,129689,1005419,55.65,1164.37,2634.29,69244.88
India,Rajasthan,"Calendar Year (Jan - Dec), 2022","March, 2022",10476906,3702,50984,80336,1653169,128.27,1082.01,2789.36,34186.62
India,Sikkim,"Calendar Year (Jan - Dec), 2022","March, 2022",94065,0,6,54,411,0,0.13,1.86,8.66
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2022","March, 2022",11441934,3396,61801,10399,96065,109.88,932.01,346,1492.29
India,Telangana,"Calendar Year (Jan - Dec), 2022","March, 2022",5439207,22919,250120,92425,1069254,310.68,0,1184.2,19905.3
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2022","March, 2022",59943,373,2974,94,1647,0,0.07,3.26,35.11
India,Tripura,"Calendar Year (Jan - Dec), 2022","March, 2022",596285,403,2458,3031,20234,13.96,42.03,104.84,404.58
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2022","March, 2022",36113875,10253,167856,55293,985840,358.85,3470.29,1935.22,20936.55
India,Uttarakhand,"Calendar Year (Jan - Dec), 2022","March, 2022",1411862,0,0,0,0,0,0,0,0
India,West Bengal,"Calendar Year (Jan - Dec), 2022","March, 2022",56230042,1204,12206,26190,190318,41.44,180.57,880.22,3486.58
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2022","February, 2022",16759,10,47,79,701,0.35,0.72,2.77,12.18
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2022","February, 2022",8933240,8716,81890,149702,1555365,300.85,1312.74,5187.18,24108.25
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2022","February, 2022",180487,0,0,0,0,0,0,0,0
India,Assam,"Calendar Year (Jan - Dec), 2022","February, 2022",5887061,1,39,269,2239,0.04,0.91,9.35,48.85
India,Bihar,"Calendar Year (Jan - Dec), 2022","February, 2022",18157660,17226,132698,607604,5087615,595.92,3005.77,21135.93,114081.81
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2022","February, 2022",5124765,1740,0,54403,0,10.96,32.25,307.31,1062.11
India,Delhi,"Calendar Year (Jan - Dec), 2022","February, 2022",1780205,17202,185084,10029,438292,59.25,898.53,342.71,8868.25
India,Goa,"Calendar Year (Jan - Dec), 2022","February, 2022",142975,0,26,19,296,0,0.4,0.67,5.86
India,Gujarat,"Calendar Year (Jan - Dec), 2022","February, 2022",7333030,1876,18141,4505,55195,63.88,418.52,152.21,1237.8
India,Haryana,"Calendar Year (Jan - Dec), 2022","February, 2022",2691063,3268,18692,82955,969747,117.64,409.15,1470.25,11441.26
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2022","February, 2022",742699,0,0,1,0,0,0.01,0.03,0
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2022","February, 2022",1637729,77,1140,2520,25285,2.55,20.31,87.83,474.67
India,Jharkhand,"Calendar Year (Jan - Dec), 2022","February, 2022",5928193,464,2290,7172,59073,11.95,48.29,173.95,1244.83
India,Karnataka,"Calendar Year (Jan - Dec), 2022","February, 2022",11789389,3574,116143,27805,834046,1.25,17.24,9.84,134.41
India,Kerala,"Calendar Year (Jan - Dec), 2022","February, 2022",3965362,8235,41810,103309,663994,263.82,654.25,3363.62,11781.76
India,Ladakh,"Calendar Year (Jan - Dec), 2022","February, 2022",28715,0,0,0,0,0,0,0,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2022","February, 2022",4840,0,0,5,41,0,0,0.18,1.02
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2022","February, 2022",11599211,9713,72464,51451,515341,296.26,1287.99,1587.02,9496.97
India,Maharashtra,"Calendar Year (Jan - Dec), 2022","February, 2022",15343375,9410,82804,38774,651409,314.8,1721.56,1330.74,13857.5
India,Manipur,"Calendar Year (Jan - Dec), 2022","February, 2022",569448,0,0,0,0,0,0,0,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2022","February, 2022",421505,0,0,0,0,0,0,0,0
India,Mizoram,"Calendar Year (Jan - Dec), 2022","February, 2022",165583,1,5,5,4,0.04,0.11,0.18,0.15
India,Nagaland,"Calendar Year (Jan - Dec), 2022","February, 2022",303753,0,0,32,741,0,0,1.12,14.48
India,Odisha,"Calendar Year (Jan - Dec), 2022","February, 2022",9318192,18,555,134,1763,0.63,8.99,4.69,28.87
India,Punjab,"Calendar Year (Jan - Dec), 2022","February, 2022",4002761,257,10437,9795,526862,24.47,548.3,937.63,28811
India,Rajasthan,"Calendar Year (Jan - Dec), 2022","February, 2022",10505647,3653,48861,79679,1646366,126.21,1041.03,2767.8,34162.11
India,Sikkim,"Calendar Year (Jan - Dec), 2022","February, 2022",93861,0,6,47,370,0,0.11,1.64,7.8
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2022","February, 2022",11355870,2587,47562,8185,72484,84.21,713.31,273.89,1121.79
India,Telangana,"Calendar Year (Jan - Dec), 2022","February, 2022",5439207,23032,248163,92831,1064264,311.1,0,1181.57,19775.57
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2022","February, 2022",59783,339,2849,81,1607,0,0.06,2.83,34.41
India,Tripura,"Calendar Year (Jan - Dec), 2022","February, 2022",596119,353,2226,2752,17019,12.09,38.36,93.96,340.12
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2022","February, 2022",36015662,11865,185091,55673,1008016,415.27,3753.55,1948.53,21222.58
India,Uttarakhand,"Calendar Year (Jan - Dec), 2022","February, 2022",1411867,0,0,0,0,0,0,0,0
India,West Bengal,"Calendar Year (Jan - Dec), 2022","February, 2022",54824525,1049,10049,21650,170363,36.18,145.97,733.83,3114.55
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2022","January, 2022",16759,10,48,79,699,0.35,0.72,2.77,12.14
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2022","January, 2022",8926014,7794,74454,148140,1537046,269.22,1186.66,5133.57,23817.57
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2022","January, 2022",179930,0,0,0,0,0,0,0,0
India,Assam,"Calendar Year (Jan - Dec), 2022","January, 2022",1426874,0,0,25,440,0,0,0.88,9.51
India,Bihar,"Calendar Year (Jan - Dec), 2022","January, 2022",18115854,16355,126718,593032,4961424,566.85,2886.48,20630.42,111295.26
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2022","January, 2022",5123816,1764,0,53148,0,10.69,32.85,297.16,1027.61
India,Delhi,"Calendar Year (Jan - Dec), 2022","January, 2022",1780196,1676,44459,9372,422110,58.21,871.69,322.71,8538.38
India,Goa,"Calendar Year (Jan - Dec), 2022","January, 2022",142987,1,27,28,355,0.04,0.4,0.98,6.54
India,Gujarat,"Calendar Year (Jan - Dec), 2022","January, 2022",7309768,1786,17534,4150,51958,61.17,405.49,140.13,1174.01
India,Haryana,"Calendar Year (Jan - Dec), 2022","January, 2022",2691122,2314,12955,70355,815919,117.08,397.87,1475.09,11435.91
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2022","January, 2022",740961,0,0,2,15,0,0.07,0.07,0.26
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2022","January, 2022",1635636,61,783,1678,16263,1.83,12.58,58.69,311.36
India,Jharkhand,"Calendar Year (Jan - Dec), 2022","January, 2022",5920326,774,2188,8126,61806,17.35,45.23,195.78,1290.2
India,Karnataka,"Calendar Year (Jan - Dec), 2022","January, 2022",11769985,3752,119922,28220,849163,1.31,17.7,9.85,135.02
India,Kerala,"Calendar Year (Jan - Dec), 2022","January, 2022",3960512,8337,42596,103655,674072,264.03,658.76,3336.16,11875.01
India,Ladakh,"Calendar Year (Jan - Dec), 2022","January, 2022",28715,0,0,0,0,0,0,0,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2022","January, 2022",4957,0,0,3,19,0,0,0.11,0.47
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2022","January, 2022",11599211,9336,69667,50035,494628,291.95,1265.64,1570.08,9282.76
India,Maharashtra,"Calendar Year (Jan - Dec), 2022","January, 2022",15330367,10811,93367,45303,709952,358.58,1941.89,1548.55,15053.07
India,Manipur,"Calendar Year (Jan - Dec), 2022","January, 2022",568840,0,0,0,0,0,0,0,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2022","January, 2022",421504,0,0,0,0,0,0,0,0
India,Mizoram,"Calendar Year (Jan - Dec), 2022","January, 2022",165442,5,25,15,89,0.18,0.52,0.53,1.95
India,Nagaland,"Calendar Year (Jan - Dec), 2022","January, 2022",303352,0,0,11,951,0,0,0.39,18.09
India,Odisha,"Calendar Year (Jan - Dec), 2022","January, 2022",9327752,26,602,114,1268,0.91,9.8,3.99,20.24
India,Punjab,"Calendar Year (Jan - Dec), 2022","January, 2022",4002761,76,2614,2987,133659,5.15,102.72,222.7,5702.02
India,Rajasthan,"Calendar Year (Jan - Dec), 2022","January, 2022",10529231,3585,44916,79793,1527937,124.01,961.81,2772.01,31836.5
India,Sikkim,"Calendar Year (Jan - Dec), 2022","January, 2022",93582,0,5,39,346,0,0.09,1.32,7.09
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2022","January, 2022",11368216,62,782,224,2052,1.99,12.26,7.43,32.45
India,Telangana,"Calendar Year (Jan - Dec), 2022","January, 2022",5439207,22259,246649,93206,1072165,299.45,0,1184.87,19920.49
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2022","January, 2022",59634,345,2732,73,1414,0,0.02,2.55,30.54
India,Tripura,"Calendar Year (Jan - Dec), 2022","January, 2022",596052,360,2225,2485,14921,12.47,38.07,84.96,297.05
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2022","January, 2022",35984780,10327,172307,41222,795181,361.45,3534.34,1442.77,16763.13
India,Uttarakhand,"Calendar Year (Jan - Dec), 2022","January, 2022",1411827,0,0,0,0,0,0,0,0
India,West Bengal,"Calendar Year (Jan - Dec), 2022","January, 2022",56040937,542,7069,17681,137917,18.72,96.27,597.91,2464.39
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2021","December, 2021",16752,8,48,69,559,0.28,0.73,2.38,9.57
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2021","December, 2021",8918662,8256,76632,148915,1529044,283.49,1145.39,5154.94,22835.2
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2021","December, 2021",176553,0,0,0,0,0,0,0,0
India,Assam,"Calendar Year (Jan - Dec), 2021","December, 2021",1426874,0,0,2,3,0,0,0.04,0.1
India,Bihar,"Calendar Year (Jan - Dec), 2021","December, 2021",18178455,15232,120314,592815,4903453,529.32,2746.9,20605.58,109699.3
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2021","December, 2021",5122484,421,0,13521,0,9.87,30.38,292.55,1020.79
India,Delhi,"Calendar Year (Jan - Dec), 2021","December, 2021",1779963,1614,40658,9081,408820,55.79,796.69,314.13,8268.73
India,Goa,"Calendar Year (Jan - Dec), 2021","December, 2021",141179,1,27,18,340,0.04,0.43,0.63,6.26
India,Gujarat,"Calendar Year (Jan - Dec), 2021","December, 2021",7281865,1707,16822,3792,47745,58.37,390.19,129.65,1078.52
India,Haryana,"Calendar Year (Jan - Dec), 2021","December, 2021",2690536,0,0,41307,483936,109.61,382,1438.03,11255.15
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2021","December, 2021",736931,0,0,1,13,0.03,0.07,0.03,0.23
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2021","December, 2021",1634463,74,1147,2619,24693,2.41,19.44,85.94,441.26
India,Jharkhand,"Calendar Year (Jan - Dec), 2021","December, 2021",5909759,459,1896,6940,53894,10.82,39.75,161.35,1077.62
India,Karnataka,"Calendar Year (Jan - Dec), 2021","December, 2021",11787794,3444,117232,26623,815543,1.2,19.25,9.6,137
India,Kerala,"Calendar Year (Jan - Dec), 2021","December, 2021",3958389,8152,42020,101312,648650,262.6,654.72,3289.06,11590.09
India,Ladakh,"Calendar Year (Jan - Dec), 2021","December, 2021",28715,0,0,0,0,0,0,0,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2021","December, 2021",5014,0,0,6,21,0,0,0.21,0.31
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2021","December, 2021",11552402,9134,66499,45319,438482,307.51,1312.82,1527.33,8779.03
India,Maharashtra,"Calendar Year (Jan - Dec), 2021","December, 2021",15315233,9291,80426,38201,610523,306.17,1721.02,1306.19,13125.72
India,Manipur,"Calendar Year (Jan - Dec), 2021","December, 2021",568097,0,0,0,0,0,0,0,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2021","December, 2021",421503,0,0,0,0,0,0,0,0
India,Mizoram,"Calendar Year (Jan - Dec), 2021","December, 2021",165144,3,25,11,71,0.11,0.52,0.39,1.54
India,Nagaland,"Calendar Year (Jan - Dec), 2021","December, 2021",302914,0,0,13,642,0,0,0.45,12.36
India,Odisha,"Calendar Year (Jan - Dec), 2021","December, 2021",9323890,17,585,149,1690,0.6,9.35,5.22,27.13
India,Rajasthan,"Calendar Year (Jan - Dec), 2021","December, 2021",10557005,3283,45057,79823,1636995,113.6,967.18,2770.95,34206.13
India,Sikkim,"Calendar Year (Jan - Dec), 2021","December, 2021",93258,1,3,38,272,0.04,0.06,1.3,5.6
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2021","December, 2021",11076975,3240,55159,10149,90227,104.38,821.02,336.65,1375.26
India,Telangana,"Calendar Year (Jan - Dec), 2021","December, 2021",5369618,21662,234095,88133,1002758,0,0,0,18872.2
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2021","December, 2021",60239,0,1,55,1492,0,0.01,1.89,31.95
India,Tripura,"Calendar Year (Jan - Dec), 2021","December, 2021",596234,360,2362,2533,16166,11.16,36.23,76.67,281.98
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2021","December, 2021",36006632,8790,154229,19506,360225,307.6,3174.05,682.49,7574.28
India,Uttarakhand,"Calendar Year (Jan - Dec), 2021","December, 2021",1411068,0,0,0,0,0,0,0,0
India,West Bengal,"Calendar Year (Jan - Dec), 2021","December, 2021",56287692,0,0,0,0,0,0,0,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2021","November, 2021",16770,4,48,63,522,0.14,0.77,2.23,9.1
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2021","November, 2021",8911400,7506,71693,144661,1487384,257.02,1048.42,5012.41,21947.9
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2021","November, 2021",176553,0,0,0,0,0,0,0,0
India,Assam,"Calendar Year (Jan - Dec), 2021","November, 2021",1426874,0,0,84,849,0,0,2.91,18.24
India,Bihar,"Calendar Year (Jan - Dec), 2021","November, 2021",18151709,12969,105734,595271,4900671,449.04,2403.04,20528.18,108772.28
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2021","November, 2021",5123341,1201,0,50466,0,8.36,22.09,285.99,987.87
India,Delhi,"Calendar Year (Jan - Dec), 2021","November, 2021",1779530,1420,37562,8576,381480,48.86,739.53,296.88,7739.05
India,Goa,"Calendar Year (Jan - Dec), 2021","November, 2021",140977,1,30,17,369,0.04,0.49,0.6,7.05
India,Gujarat,"Calendar Year (Jan - Dec), 2021","November, 2021",7264879,1568,14131,3446,42883,52.92,325.09,116.81,972.6
India,Haryana,"Calendar Year (Jan - Dec), 2021","November, 2021",2692214,0,0,39961,471241,107.75,366.66,1393.03,10963.81
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2021","November, 2021",732802,0,0,2,11,0.03,0.07,0.07,0.19
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2021","November, 2021",1630805,48,924,2419,21348,1.54,16.29,82.35,399.92
India,Jharkhand,"Calendar Year (Jan - Dec), 2021","November, 2021",5901692,494,1378,5388,42253,12.54,41.34,203.93,1244.99
India,Karnataka,"Calendar Year (Jan - Dec), 2021","November, 2021",11743524,3080,108106,24194,760206,0.77,13.21,4.46,69.13
India,Kerala,"Calendar Year (Jan - Dec), 2021","November, 2021",3957275,7977,40371,99089,634821,255.83,631.53,3260.33,11443.5
India,Ladakh,"Calendar Year (Jan - Dec), 2021","November, 2021",28724,0,0,0,0,0,0,0,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2021","November, 2021",11512387,7456,53095,39857,382926,252.86,1058.25,1342.85,7673.39
India,Maharashtra,"Calendar Year (Jan - Dec), 2021","November, 2021",15302549,8783,75491,39599,616558,295,1600.19,1362.88,13151.87
India,Manipur,"Calendar Year (Jan - Dec), 2021","November, 2021",567118,0,0,0,0,0,0,0,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2021","November, 2021",421503,0,0,0,0,0,0,0,0
India,Mizoram,"Calendar Year (Jan - Dec), 2021","November, 2021",165059,5,30,26,96,0.18,0.64,0.91,2.28
India,Nagaland,"Calendar Year (Jan - Dec), 2021","November, 2021",302788,0,1,18,566,0,0.02,0.63,10.83
India,Odisha,"Calendar Year (Jan - Dec), 2021","November, 2021",9323884,17,585,149,1690,0.6,9.36,5.22,27.15
India,Punjab,"Calendar Year (Jan - Dec), 2021","November, 2021",3915990,0,0,0,0,0,0,0,0
India,Rajasthan,"Calendar Year (Jan - Dec), 2021","November, 2021",10598185,2939,40399,76820,1574352,101.69,868.77,2668.51,32946.75
India,Sikkim,"Calendar Year (Jan - Dec), 2021","November, 2021",92824,0,2,45,276,0,0.03,1.51,5.58
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2021","November, 2021",11088126,2579,42746,7661,68288,83,640.1,253.48,1049
India,Telangana,"Calendar Year (Jan - Dec), 2021","November, 2021",5367806,21399,236418,89491,1035086,286.56,0,1140.75,19261.45
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2021","November, 2021",60204,0,2,55,1374,0,0.04,1.89,29.84
India,Tripura,"Calendar Year (Jan - Dec), 2021","November, 2021",596237,326,2186,2392,14340,10.44,35.01,73.56,258.28
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2021","November, 2021",35995962,10565,187579,66930,1457019,369.67,3892.49,2342.27,30944.3
India,Uttarakhand,"Calendar Year (Jan - Dec), 2021","November, 2021",1408119,0,0,0,0,0,0,0,0
India,West Bengal,"Calendar Year (Jan - Dec), 2021","November, 2021",56071838,0,0,0,0,0,0,0,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2021","October, 2021",16783,9,42,66,516,0.3,0.63,2.11,7.59
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2021","October, 2021",8910161,7027,68015,141247,1450168,241.25,984.25,4897.65,21243.94
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2021","October, 2021",176553,0,0,0,0,0,0,0,0
India,Assam,"Calendar Year (Jan - Dec), 2021","October, 2021",183735,0,0,3,35,0,0,0.01,0.73
India,Bihar,"Calendar Year (Jan - Dec), 2021","October, 2021",18129814,10812,97093,581487,4784454,374.4,2197.2,20172.53,106369.23
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2021","October, 2021",5119484,1137,0,47030,0,23816.37,87965.47,23815.88,87962.03
India,Delhi,"Calendar Year (Jan - Dec), 2021","October, 2021",1779431,1180,31259,7499,339634,41.18,619.94,260.56,6909.93
India,Goa,"Calendar Year (Jan - Dec), 2021","October, 2021",142931,1,24,18,284,0.04,0.38,0.63,5.3
India,Gujarat,"Calendar Year (Jan - Dec), 2021","October, 2021",7253239,1475,14139,3266,41371,49.73,324.3,110.17,941.15
India,Haryana,"Calendar Year (Jan - Dec), 2021","October, 2021",2692031,0,0,39792,468270,108.45,371.72,1386.2,10888.31
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2021","October, 2021",728969,0,0,2,13,0.02,0.1,0.07,0.22
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2021","October, 2021",1625102,52,924,2146,19911,1.55,15.49,74.32,380.12
India,Jharkhand,"Calendar Year (Jan - Dec), 2021","October, 2021",5888908,524,2199,6736,47249,15.91,47.12,142.74,950.64
India,Karnataka,"Calendar Year (Jan - Dec), 2021","October, 2021",11946690,3124,107232,24919,776783,1.09,17.65,8.75,119.24
India,Kerala,"Calendar Year (Jan - Dec), 2021","October, 2021",3844858,7953,38703,96146,600874,254.79,609.92,3163.37,10901.89
India,Ladakh,"Calendar Year (Jan - Dec), 2021","October, 2021",28689,0,0,0,0,0,0,0,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2021","October, 2021",11464269,8070,57547,44015,411189,258.13,1071.05,1428.94,7966.52
India,Maharashtra,"Calendar Year (Jan - Dec), 2021","October, 2021",15314925,8515,77792,40936,641254,275.06,1621.39,1402.84,13622.36
India,Manipur,"Calendar Year (Jan - Dec), 2021","October, 2021",565918,0,0,0,0,0,0,0,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2021","October, 2021",421503,0,0,0,0,0,0,0,0
